user,date,text,location,coordinates,filename
mke_arrivals,Mon Aug 16 12:59:28 +0000 2021,RT @ObservingUS776: United Airlines 2536 from GRB for IAH passing by at FL330 https://t.co/7gcjmyiWe7,"Milwaukee, WI",,2021-08-19 23:36:16.313209_combined.csv
laxradar,Mon Aug 16 12:58:20 +0000 2021,"United Airlines flight #UAL1888 spotted at 5,125 feet! https://t.co/kl7Xcf7oP1","Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
vinishajoshi_,Mon Aug 16 12:58:09 +0000 2021,"'United we stand, united we get jabbed'!

@UnitedAirlines_ announces mandatory vaccine shot for all its employees… https://t.co/zPKn0ee6cI",,,2021-08-19 23:36:16.313209_combined.csv
laxradar,Mon Aug 16 12:55:40 +0000 2021,"United Airlines flight #UAL534 spotted at 7,200 feet! https://t.co/gubG1HHUvg","Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
patrickmajor56,Mon Aug 16 12:54:26 +0000 2021,"RT @thisisinsider: United Airlines has ordered its pilots to avoid Afghan airspace, @Reuters reported. 

Virgin Atlantic and British Airway…","Calgary, Alberta",,2021-08-19 23:36:16.313209_combined.csv
laxradar,Mon Aug 16 12:52:48 +0000 2021,"United Airlines flight #UAL1652 spotted at 15,200 feet! https://t.co/MmkYs3oOgj","Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
oluwat_ma,Mon Aug 16 12:49:39 +0000 2021,RT @CapitalMoments: Airlines have stopped flying through Afghan airspace after the country's civil aviation authority advised carriers to r…,,,2021-08-19 23:36:16.313209_combined.csv
Mohamma99631884,Mon Aug 16 12:49:03 +0000 2021,United and other major airlines are rerouting flights to avoid Afghan airspace https://t.co/aWtIlljl4d,,,2021-08-19 23:36:16.313209_combined.csv
PJenogn,Mon Aug 16 12:49:03 +0000 2021,United and other major airlines are rerouting flights to avoid Afghan airspace https://t.co/PrrU0QSoxR,,,2021-08-19 23:36:16.313209_combined.csv
IsaacPollard12,Mon Aug 16 12:45:46 +0000 2021,"@tweetsfrompav @neiltalksfooty @united Yeah I do, but tbh I ain’t got a clue who United airlines are",Yeovil away on boxing day,,2021-08-19 23:36:16.313209_combined.csv
tweetsfrompav,Mon Aug 16 12:45:08 +0000 2021,"@IsaacPollard12 @neiltalksfooty @united You get what I mean.

Fook United Airlines though",Antarctica,,2021-08-19 23:36:16.313209_combined.csv
IsaacPollard12,Mon Aug 16 12:44:39 +0000 2021,@tweetsfrompav @neiltalksfooty @united Not sure what United airlines have to do with this,Yeovil away on boxing day,,2021-08-19 23:36:16.313209_combined.csv
feedpushr,Mon Aug 16 12:40:32 +0000 2021,"Airline fears: Kabul airport closes to commercial flights
https://t.co/revuqnqvDJ",Tou,,2021-08-19 23:36:16.313209_combined.csv
poppymasselos,Mon Aug 16 12:39:14 +0000 2021,"Airlines avoid Afghan airspace as Kabul airport closes to commercial flights
https://t.co/wK4U35p1CK #afghanistan #auspol","Brisbane, Qld, Australia",,2021-08-19 23:36:16.313209_combined.csv
BenSFletcher,Mon Aug 16 12:38:36 +0000 2021,It looks like most airlines are avoiding Afghanistan now. Except for @united -- they're still going straight over https://t.co/KIqYUQgDTm,,,2021-08-19 23:36:16.313209_combined.csv
CapitalMoments,Mon Aug 16 12:38:18 +0000 2021,Airlines have stopped flying through Afghan airspace after the country's civil aviation authority advised carriers… https://t.co/0SrjbAegxw,,,2021-08-19 23:36:16.313209_combined.csv
guncelkalnet,Mon Aug 16 12:36:47 +0000 2021,United as well as various other significant airline companies are rerouting trips to prevent Afghan airspace https://t.co/5JEIToQOfC,Amerika Birleşik Devletleri,,2021-08-19 23:36:16.313209_combined.csv
laxradar,Mon Aug 16 12:34:56 +0000 2021,"United Airlines flight #UAL1292 spotted at 10,300 feet! https://t.co/oIgRrv5Vuu","Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
laxradar,Mon Aug 16 12:34:24 +0000 2021,United Airlines flight #UAL674 spotted at 900 feet! https://t.co/LZ4BLt9GLO,"Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
JacekWierzbicki,Mon Aug 16 12:30:44 +0000 2021,Airlines reroute planes around Afghanistan after Taliban takeover https://t.co/tBhil25AUa via CNBC #news #CNBC,"Kraków, Polska",,2021-08-19 23:36:16.313209_combined.csv
thisisinsider,Mon Aug 16 12:30:02 +0000 2021,"United Airlines has ordered its pilots to avoid Afghan airspace, @Reuters reported. 

Virgin Atlantic and British A… https://t.co/lUzO3CKSfj","Manhattan, NY",,2021-08-19 23:36:16.313209_combined.csv
kkfla737,Mon Aug 16 12:28:49 +0000 2021,@BasedCorp @crankyflier @united Agreed unfortunately few major airlines are going to keep a station open for weeken… https://t.co/1aLwlvu0D8,Fort Lauderdale/Miami FLORIDA ,,2021-08-19 23:36:16.313209_combined.csv
nrlamir,Mon Aug 16 14:18:01 +0000 2021,"RT @CNN: Major international airlines are scrambling to reroute flights away from Afghan airspace as the country falls to the Taliban, disr…",Cyberjaya,,2021-08-19 23:36:16.313209_combined.csv
skygoflycom,Mon Aug 16 14:15:23 +0000 2021,United Airlines Signs Order for 100 Electric Aircraft to Decarbonize Air Travel https://t.co/Sh2SQFut9x… https://t.co/0CvFSqjtvV,"Scottsdale, AZ",,2021-08-19 23:36:16.313209_combined.csv
laxradar,Mon Aug 16 14:14:17 +0000 2021,"United Airlines flight #UAL2168 spotted at 15,875 feet! https://t.co/2IhQpcWHg3","Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
packerbackerray,Mon Aug 16 14:13:07 +0000 2021,"I'm at United Airlines DDC in Chicago, IL https://t.co/pVFu9N1wFv",,,2021-08-19 23:36:16.313209_combined.csv
laxradar,Mon Aug 16 14:11:29 +0000 2021,United Airlines flight #UAL1507 spotted at 925 feet! https://t.co/9YtoZmOYHZ,"Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
laxradar,Mon Aug 16 14:07:52 +0000 2021,"United Airlines flight #UAL842 spotted at 16,050 feet! https://t.co/YK6qhGSqL1","Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
nielslesniewski,Mon Aug 16 14:07:13 +0000 2021,I was searching for a United Airlines flight this morning and now Amazon is suggesting I buy a case of Stroopwafels.,"Washington, D.C.",,2021-08-19 23:36:16.313209_combined.csv
jacksparrow1876,Mon Aug 16 14:07:03 +0000 2021,@lavern_spicer He didn’t have a mask on…United Airlines has become very strict on this issue.,,,2021-08-19 23:36:16.313209_combined.csv
laxradar,Mon Aug 16 14:04:04 +0000 2021,"United Airlines flight #UAL2469 spotted at 8,575 feet! https://t.co/xTEiwByelQ","Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
rikesh_kafle,Mon Aug 16 14:01:25 +0000 2021,Major international airlines are scrambling to reroute flights away from Afghan airspace as the country falls to th… https://t.co/mn78t8WMih,Nepal,,2021-08-19 23:36:16.313209_combined.csv
CNN,Mon Aug 16 14:00:09 +0000 2021,Major international airlines are scrambling to reroute flights away from Afghan airspace as the country falls to th… https://t.co/cVC0n8RJjh,,,2021-08-19 23:36:16.313209_combined.csv
performairint,Mon Aug 16 13:54:01 +0000 2021,"Aviation news and updates 

https://t.co/dAmnPfoGFg",,,2021-08-19 23:36:16.313209_combined.csv
AboveHvilleTN,Mon Aug 16 13:53:57 +0000 2021,"UAL538 N26210 Boeing 737NG 824/W United Airlines: 0.5 mi away @ 2875 ft and 48.9° frm hrzn, heading S @ 0.0mi/h 08:… https://t.co/mNdwhvx3SJ","Hendersonville, TN",,2021-08-19 23:36:16.313209_combined.csv
laxradar,Mon Aug 16 13:53:06 +0000 2021,"United Airlines flight #UAL2235 spotted at 15,750 feet! https://t.co/GalklmrqBA","Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
jacksparrow1876,Mon Aug 16 13:53:06 +0000 2021,@DrShayPhD BREAKING: US Citizens fleeing Kabul thrown off plane for not wearing masks! - United Airlines spokesman… https://t.co/TMlnuff3a2,,,2021-08-19 23:36:16.313209_combined.csv
gamerdaddy989,Mon Aug 16 13:52:15 +0000 2021,"@sydney_ev @95markr @flashpoint7wa @7NewsAustralia @7NewsPerth That's inaccurate lol 
The busiest flight routes are… https://t.co/lBIi3Q1WsO",,,2021-08-19 23:36:16.313209_combined.csv
tobbystweet,Mon Aug 16 13:50:29 +0000 2021,"CNN: Airlines avoid Afghan airspace as Kabul airport closes to commercial flights.
https://t.co/jOdPJe2IjZ

via @GoogleNews","Cerritos, CA",,2021-08-19 23:36:16.313209_combined.csv
WatchingYou2018,Mon Aug 16 13:49:54 +0000 2021,"Airlines avoid Afghan airspace as Kabul airport closes to commercial flights.
https://t.co/P25yxRZPxY

via @GoogleNews",Colorado Springs,,2021-08-19 23:36:16.313209_combined.csv
laxradar,Mon Aug 16 13:49:03 +0000 2021,"United Airlines flight #UAL1618 spotted at 16,875 feet! https://t.co/k2uYxS0GZv","Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
geonews_english,Mon Aug 16 13:49:00 +0000 2021,"United Airlines, British Airways and Virgin Atlantic had already stopped using #Afghanistan airspace 

Read more:… https://t.co/PNrQTGAbOz","Karachi, Pakistan",,2021-08-19 23:36:16.313209_combined.csv
AboveBracknell,Mon Aug 16 13:48:56 +0000 2021,"🇺🇸 N27964 #UNITED #UAL900 LHR-SFO: 2.8mi away heading W, travelling 310mph @ 6550ft #Heathrow #Departure [United Ai… https://t.co/OZJ2mpTkoA",Bracknell,,2021-08-19 23:36:16.313209_combined.csv
laxradar,Mon Aug 16 13:48:14 +0000 2021,"United Airlines flight #UAL1045 spotted at 8,975 feet! https://t.co/HWLz62z7Kf","Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
kbrewFL,Mon Aug 16 13:44:47 +0000 2021,RT @BoardingArea: United Airlines To Flights Attendants: Duct Taping Passengers Not Allowed! https://t.co/KXf4T8uEEf via @LiveandLetsFly,"Florida, USA",,2021-08-19 23:36:16.313209_combined.csv
merica_matt,Mon Aug 16 13:44:30 +0000 2021,RT @5472_nde: United and other major airlines are rerouting flights to avoid Afghan airspace https://t.co/FP91oROfRp via @theoldreader,,,2021-08-19 23:36:16.313209_combined.csv
Lnewman16Lee,Mon Aug 16 13:43:01 +0000 2021,Airlines reroute planes around Afghanistan after Taliban takeover https://t.co/eKZRIq24rd,"Madison, WI",,2021-08-19 23:36:16.313209_combined.csv
BoardingArea,Mon Aug 16 13:40:33 +0000 2021,United Airlines To Flights Attendants: Duct Taping Passengers Not Allowed! https://t.co/KXf4T8uEEf via @LiveandLetsFly,,,2021-08-19 23:36:16.313209_combined.csv
LiveandLetsFly,Mon Aug 16 13:39:37 +0000 2021,United Airlines To Flights Attendants: Duct Taping Passengers Not Allowed! - https://t.co/Kqr6YmjLYw https://t.co/CNsthfjHxl,"Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
AboveHvilleTN,Mon Aug 16 13:38:53 +0000 2021,"UAL1449 N881UA Airbus A319 132 United Airlines: 1.7 mi away @ 35000 ft and 75.3° frm hrzn, heading S @ 0.0mi/h 08:3… https://t.co/GOc3907foX","Hendersonville, TN",,2021-08-19 23:36:16.313209_combined.csv
fccmal,Mon Aug 16 13:37:42 +0000 2021,Several airlines are rerouting their flights to avoid Afghanistan airspace after Taliban fighters sealed their take… https://t.co/MZak8ehuep,"Lee County, Florida, USA",,2021-08-19 23:36:16.313209_combined.csv
BrunswickGroup,Mon Aug 16 15:01:48 +0000 2021,"Oscar Munoz, United’s former CEO and Executive Chairman, talks to Brunswick’s Jayne Rosefield about managing the ai… https://t.co/6jibo9Kh7e",,,2021-08-19 23:36:16.313209_combined.csv
TheStradMag,Mon Aug 16 15:00:03 +0000 2021,#Violinist with Frankfurt Radio Symphony Orchestra Rachelle Hunt has documented alarming footage of her violin bein… https://t.co/O3ddAQ2ccR,London,,2021-08-19 23:36:16.313209_combined.csv
laxradar,Mon Aug 16 14:54:22 +0000 2021,"United Airlines flight #UAL514 spotted at 26,700 feet! https://t.co/GUpr3wbaC6","Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
xo_Shalisa,Mon Aug 16 14:54:08 +0000 2021,i’m so annoyed with @united airlines and I haven’t even gotten on the plane yet 😂😂😂,UMESAlumna👩🏾‍🎓Chemist🔬,,2021-08-19 23:36:16.313209_combined.csv
Equalizeder,Mon Aug 16 14:51:00 +0000 2021,"RT @Cyrellys1: Airline Pilot Goes Public as United Airlines Goes Full Commie, Terminating ‘Unvaxxed’ - censored: redvoicemedia dot com","Portland, OR",,2021-08-19 23:36:16.313209_combined.csv
SBethlenfalvay,Mon Aug 16 14:49:07 +0000 2021,"CNN: Airlines avoid Afghan airspace as Kabul airport closes to commercial flights.
https://t.co/L3n5HMLGi9",United States,,2021-08-19 23:36:16.313209_combined.csv
JenBrownColo,Mon Aug 16 14:47:59 +0000 2021,"RT @ColoradoSun: In May 2020, 35.4% of all workers were telecommuting because of COVID. Last month, that was down to just 13.2%. https://t.…",Denver,,2021-08-19 23:36:16.313209_combined.csv
laxradar,Mon Aug 16 14:47:15 +0000 2021,"United Airlines flight #UAL753 spotted at 10,425 feet! https://t.co/rtwjRzHLgw","Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
ColoradoSun,Mon Aug 16 14:47:01 +0000 2021,"In May 2020, 35.4% of all workers were telecommuting because of COVID. Last month, that was down to just 13.2%.… https://t.co/h1nxSArq1p","Colorado, USA",,2021-08-19 23:36:16.313209_combined.csv
CiaraHoang,Mon Aug 16 14:44:53 +0000 2021,@united I was charged baggage fee for my first checked bag even though I’m a Star Alliance Gold Member. After provi… https://t.co/qbmPMYjP5z,,,2021-08-19 23:36:16.313209_combined.csv
_BXGTRAVEL,Mon Aug 16 14:40:02 +0000 2021,United Airlines Among Carriers Rerouting Aircraft Around Afghanistan https://t.co/tzIwqkdfsH.,Texas,,2021-08-19 23:36:16.313209_combined.csv
laxradar,Mon Aug 16 14:33:16 +0000 2021,"United Airlines flight #UAL302 spotted at 19,750 feet! https://t.co/S4UbNbDUZQ","Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
91BORDERLINE,Mon Aug 16 14:33:00 +0000 2021,"anyway my mom has been on hold for a good 30 minutes, united airlines wtf are you doing 😁😁",,,2021-08-19 23:36:16.313209_combined.csv
AlBawabaBiz,Mon Aug 16 14:30:00 +0000 2021,"Major airlines are rerouting flights to avoid Afghanistan airspace as Taliban takes over Kabul, disrupting passenge… https://t.co/YKUoWVBOnU",,,2021-08-19 23:36:16.313209_combined.csv
laxradar,Mon Aug 16 14:28:37 +0000 2021,"United Airlines flight #UAL1507 spotted at 31,275 feet! https://t.co/9YtoZmOYHZ","Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
Cyrellys1,Mon Aug 16 14:28:21 +0000 2021,"Airline Pilot Goes Public as United Airlines Goes Full Commie, Terminating ‘Unvaxxed’ - censored: redvoicemedia dot com","Montana, USA",,2021-08-19 23:36:16.313209_combined.csv
J_SHALICASHVILI,Mon Aug 16 14:25:39 +0000 2021,Only the Malaysia 17 disaster must be avoided at all costs https://t.co/zZFwaVUI6z,City of Hydrangea. ,,2021-08-19 23:36:16.313209_combined.csv
91BORDERLINE,Mon Aug 16 14:23:27 +0000 2021,this just gives me more proof that united airlines suck ass,,,2021-08-19 23:36:16.313209_combined.csv
laxradar,Mon Aug 16 14:21:03 +0000 2021,"United Airlines flight #UAL1507 spotted at 20,975 feet! https://t.co/9YtoZmOYHZ","Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
laxradar,Mon Aug 16 14:20:17 +0000 2021,"United Airlines flight #UAL1835 spotted at 11,625 feet! https://t.co/FlfDEIy2MW","Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
91BORDERLINE,Mon Aug 16 14:20:12 +0000 2021,um united airlines literally refused our vaccination passes ?? wtf just bc its european and you don’t understand fr… https://t.co/OR6DDzt0mM,,,2021-08-19 23:36:16.313209_combined.csv
GageGoulding,Mon Aug 16 14:19:54 +0000 2021,#BREAKING: Commercial airlines are rerouting flights to avoid the airspace over Afghanistan as the country falls to… https://t.co/uFuYoPsvRy,"Fort Myers, Florida",,2021-08-19 23:36:16.313209_combined.csv
PLATINUMVOICEPR,Mon Aug 16 16:03:29 +0000 2021,"More than 12 large U.S. corporations, counting United Airlines and Tyson Foods, have recently announced vaccine man… https://t.co/UuBXQsV7xk","Dubuque, IA | Chicago| Atlanta",,2021-08-19 23:36:16.313209_combined.csv
KingTriZi,Mon Aug 16 16:03:06 +0000 2021,Airlines avoid Afghan airspace as Kabul airport closes to commercial flights https://t.co/RaQ2niEiMF,Nigeria 🇳🇬 | India 🇮🇳,,2021-08-19 23:36:16.313209_combined.csv
VictorRigoniIII,Mon Aug 16 15:55:02 +0000 2021,United Airlines is working on cutting #travel times in half with new #supersonic jets! Imagine traveling from New Y… https://t.co/yQGDlGNPRu,"Lake Forest, IL",,2021-08-19 23:36:16.313209_combined.csv
Login_Prompt,Mon Aug 16 15:54:24 +0000 2021,"RT @PmurtTrump: Just another reason why I love flying @united 

#GetVaccinated 
#WearAMask 

https://t.co/mIzcMYkVlL",#GoodVibesOnlyGang,,2021-08-19 23:36:16.313209_combined.csv
TinaPerea2,Mon Aug 16 15:52:56 +0000 2021,@strieker_toni Not me! I’m flying United for sure! I choose to go with the smarter airlines!,,,2021-08-19 23:36:16.313209_combined.csv
SuperEricRogers,Mon Aug 16 15:49:46 +0000 2021,Airlines Reroute Planes Around Afghanistan After Taliban Takeover https://t.co/0hZNRLdZd9,"Norfolk, VA",,2021-08-19 23:36:16.313209_combined.csv
laxradar,Mon Aug 16 15:45:56 +0000 2021,"United Airlines flight #UAL2387 spotted at 5,600 feet! https://t.co/3w6aQuEtEv","Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
tmccli,Mon Aug 16 15:44:20 +0000 2021,RT @BoardingArea: United Airlines Orders Flight Attendants Not to Use Duct Tape to Restrain Unruly Passengers https://t.co/O9yaNz2gXq via @…,AUS,,2021-08-19 23:36:16.313209_combined.csv
laxradar,Mon Aug 16 15:42:08 +0000 2021,"United Airlines flight #UAL1093 spotted at 10,375 feet! https://t.co/0u8WD0DsMS","Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
laxradar,Mon Aug 16 15:40:34 +0000 2021,"United Airlines flight #UAL311 spotted at 1,950 feet! https://t.co/FKCKf4yfmB","Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
BoardingArea,Mon Aug 16 15:40:04 +0000 2021,United Airlines Orders Flight Attendants Not to Use Duct Tape to Restrain Unruly Passengers https://t.co/O9yaNz2gXq… https://t.co/hUoayZah3B,,,2021-08-19 23:36:16.313209_combined.csv
eTravelAlerts,Mon Aug 16 15:37:00 +0000 2021,#Afghanistan Major international airlines are scrambling to reroute #flights away from Afghan airspace as the count… https://t.co/6aipfXYYvJ,Worldwide,,2021-08-19 23:36:16.313209_combined.csv
laxradar,Mon Aug 16 15:36:38 +0000 2021,"United Airlines flight #UAL311 spotted at 6,100 feet! https://t.co/FKCKf4yfmB","Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
kate__duffy,Mon Aug 16 15:35:04 +0000 2021,"RT @annacooban: United Airlines, Virgin Atlantic, and British Airways re-route their flights around Afghanistan’s airspace after Taliban fi…","London, England",,2021-08-19 23:36:16.313209_combined.csv
yourownkanoo,Mon Aug 16 15:34:57 +0000 2021,United Airlines Orders Flight Attendants Not to Use Duct Tape to Restrain Unruly Passengers https://t.co/Yz51KUcxWu,United States,,2021-08-19 23:36:16.313209_combined.csv
laxradar,Mon Aug 16 15:34:43 +0000 2021,"United Airlines flight #UAL501 spotted at 12,425 feet! https://t.co/2mFTnYApB7","Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
WanderNWoodsman,Mon Aug 16 15:32:45 +0000 2021,United Airlines rerouting some flights to avoid Afghanistan airspace https://t.co/eAX9u9xxqU #SmartNews,climbing out of an oubliette,,2021-08-19 23:36:16.313209_combined.csv
above_monroe,Mon Aug 16 15:29:54 +0000 2021,"🇺🇸 UNITED #UAL2060: 3.6mi away [60° elevation] @ 33000ft, heading NE @ 579mph [United Airlines] #AboveMonroe #ADSB… https://t.co/jgsvo70GUD","New Jersey, USA",,2021-08-19 23:36:16.313209_combined.csv
PmurtTrump,Mon Aug 16 15:28:48 +0000 2021,"Just another reason why I love flying @united 

#GetVaccinated 
#WearAMask 

https://t.co/mIzcMYkVlL",Black Lives Matter Plaza,,2021-08-19 23:36:16.313209_combined.csv
annacooban,Mon Aug 16 15:28:34 +0000 2021,"United Airlines, Virgin Atlantic, and British Airways re-route their flights around Afghanistan’s airspace after Ta… https://t.co/vhJfPewx1W","London, UK",,2021-08-19 23:36:16.313209_combined.csv
laxradar,Mon Aug 16 15:22:23 +0000 2021,"United Airlines flight #UAL1259 spotted at 35,275 feet! https://t.co/v8d48dtSYM","Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
NBC2,Mon Aug 16 15:20:56 +0000 2021,RT @GageGoulding: #BREAKING: Commercial airlines are rerouting flights to avoid the airspace over Afghanistan as the country falls to the T…,Southwest Florida,,2021-08-19 23:36:16.313209_combined.csv
above_monroe,Mon Aug 16 15:20:32 +0000 2021,"🇺🇸 UNITED #UAL590: 4.0mi away [60° elevation] @ 37000ft, heading NE @ 551mph [United Airlines - #AIRBUS A319-132]… https://t.co/yBEKteb4Cr","New Jersey, USA",,2021-08-19 23:36:16.313209_combined.csv
laxradar,Mon Aug 16 15:19:05 +0000 2021,"United Airlines flight #UAL1259 spotted at 33,000 feet! https://t.co/v8d48dtSYM","Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
laxradar,Mon Aug 16 15:18:50 +0000 2021,"United Airlines flight #UAL1068 spotted at 14,400 feet! https://t.co/H4KqrFK4on","Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
laxradar,Mon Aug 16 15:18:19 +0000 2021,"United Airlines flight #UAL723 spotted at 6,350 feet! https://t.co/anwG9pzmjR","Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
laxradar,Mon Aug 16 15:16:36 +0000 2021,"United Airlines flight #UAL1481 spotted at 3,075 feet! https://t.co/IYkkCFd01s","Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
BetterManMvmt,Mon Aug 16 15:15:46 +0000 2021,"Small changes, big deal. Way to go @United!

https://t.co/5h03M48LK2","San Francisco, CA",,2021-08-19 23:36:16.313209_combined.csv
laxradar,Mon Aug 16 15:14:24 +0000 2021,"United Airlines flight #UAL1068 spotted at 23,600 feet! https://t.co/H4KqrFK4on","Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
laxradar,Mon Aug 16 15:12:34 +0000 2021,"United Airlines flight #UAL1110 spotted at 16,050 feet! https://t.co/Vssweq80Z7","Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
Tharris29,Mon Aug 16 15:12:04 +0000 2021,"United Airlines, British Airways and Virgin Atlantic are not using the country's airspace. Sohaib Ghyasi / Unsplash… https://t.co/xp0a2hHWtM",Living and Loving ,,2021-08-19 23:36:16.313209_combined.csv
ATAnalysis,Mon Aug 16 15:11:53 +0000 2021,"Review: United's Old 787-9 Business Class From Washington To Munich
https://t.co/KsvjZ9FGJK
#unitedairlines #united… https://t.co/xJrf1KsM3A",,,2021-08-19 23:36:16.313209_combined.csv
MALGIS31,Mon Aug 16 15:09:46 +0000 2021,@goggle_bob @united Completely agree.  As long as masks are required on board and in the airports no one should fly… https://t.co/N8HNDcVOh3,"San Jose, CA",,2021-08-19 23:36:16.313209_combined.csv
PoleCat74348541,Mon Aug 16 17:10:47 +0000 2021,@united when we got to the gate it was too late. It has been 3 days and my bags are still missing. Thanks a lot Uni… https://t.co/PYRsCjOXxA,,,2021-08-19 23:36:16.313209_combined.csv
AboveHvilleTN,Mon Aug 16 17:09:19 +0000 2021,"UAL1744 N852UA Airbus A319 131 United Airlines: 0.8 mi away @ 3675 ft and 39.5° frm hrzn, heading S @ 0.0mi/h 12:08… https://t.co/bknfvX8LFl","Hendersonville, TN",,2021-08-19 23:36:16.313209_combined.csv
helphopeliveorg,Mon Aug 16 17:08:47 +0000 2021,"In March 2016, Michael A Walthall was an undergrad student in Business Administration excited about a new job with… https://t.co/9UWu6XpJUq","Radnor, PA",,2021-08-19 23:36:16.313209_combined.csv
FlyhoopTravels,Mon Aug 16 17:07:22 +0000 2021,"Orlando FL to Los Angeles or Vice Versa $118 RT Nonstop Airfares on American, Delta or United Airlines Mixed Cabin… https://t.co/j95KzpDJcz",,,2021-08-19 23:36:16.313209_combined.csv
PoleCat74348541,Mon Aug 16 17:06:15 +0000 2021,@united we were basically abandoned by United Airlines even though we pay for this premium service. When my United… https://t.co/iDIgjqloB9,,,2021-08-19 23:36:16.313209_combined.csv
itsjustdc_2,Mon Aug 16 17:05:32 +0000 2021,RT @KevOnStage: United Airlines be flying some OLD PLANES.,"Hanover, IN",,2021-08-19 23:36:16.313209_combined.csv
PoleCat74348541,Mon Aug 16 17:05:03 +0000 2021,@united We have had United Red Carpet since the 1980s and now Mileage Plus with the Chase card and we’re supposed t… https://t.co/Lkpvci5vDX,,,2021-08-19 23:36:16.313209_combined.csv
AmericanCousin1,Mon Aug 16 17:03:39 +0000 2021,RT @BoardingArea: United Airlines Tells Crews Not To Duct-Tape Passengers https://t.co/b7nYsGub3f via @OneMileataTime https://t.co/LwVoDbT7…,"Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
PoleCat74348541,Mon Aug 16 17:02:35 +0000 2021,@united This has to be the worst United Airlines trip to date. I guess you sold off all your nuisance rebookings to… https://t.co/Mjy4jepWcc,,,2021-08-19 23:36:16.313209_combined.csv
BoardingArea,Mon Aug 16 17:02:33 +0000 2021,United Airlines Tells Crews Not To Duct-Tape Passengers https://t.co/b7nYsGub3f via @OneMileataTime https://t.co/LwVoDbT77R,,,2021-08-19 23:36:16.313209_combined.csv
WordsfromC,Mon Aug 16 17:00:51 +0000 2021,"@SirajAHashmi National Flight 2511 was a United States domestic passenger flight from New York City to Miami, Flori… https://t.co/j0GBcmM0BJ",,,2021-08-19 23:36:16.313209_combined.csv
TravelCTM_US,Mon Aug 16 17:00:21 +0000 2021,"@united has announced a new option for passengers to preorder food, snacks, and beverages. 

Passengers can use eit… https://t.co/s5s7WDhj32",US • AU • NZ • ASIA • EU,,2021-08-19 23:36:16.313209_combined.csv
MathewFriedman,Mon Aug 16 16:57:48 +0000 2021,RT @OneMileataTime: United Airlines Tells Crews Not To Duct-Tape Passengers https://t.co/t04MbEyLeu https://t.co/5vdpeQPgrn,"Washington, DC",,2021-08-19 23:36:16.313209_combined.csv
OneMileataTime,Mon Aug 16 16:57:37 +0000 2021,United Airlines Tells Crews Not To Duct-Tape Passengers https://t.co/t04MbEyLeu https://t.co/5vdpeQPgrn,Hopefully traveling!,,2021-08-19 23:36:16.313209_combined.csv
chelsea_monge,Mon Aug 16 16:57:10 +0000 2021,@valuewithval United Airlines is making every employee get it 🙃,El Salvador,,2021-08-19 23:36:16.313209_combined.csv
KevOnStage,Mon Aug 16 16:54:44 +0000 2021,United Airlines be flying some OLD PLANES.,"Los Angeles, California ",,2021-08-19 23:36:16.313209_combined.csv
PinkNewsFutures,Mon Aug 16 16:48:17 +0000 2021,"Have you ever worried about your career progression because of your tattoos, love for pretty nails or passion for m… https://t.co/aCSEXAhXjs",,,2021-08-19 23:36:16.313209_combined.csv
ExpertFlyer,Mon Aug 16 16:48:01 +0000 2021,Airlines avoid Afghan airspace as Kabul airport closes to commercial flights https://t.co/2WJRnIsuAa https://t.co/qaBlnOipNS,customercare @ expertflyer.com,,2021-08-19 23:36:16.313209_combined.csv
