,user,date,text,location,coordinates,filename
13094,laxradar,Fri Aug 13 03:34:55 +0000 2021,"United Airlines flight #UAL1553 spotted at 1,825 feet! https://t.co/nBk8DTTrp8","Los Angeles, CA",,2021-08-16 23:36:43.265249_combined.csv
13095,laxradar,Fri Aug 13 03:33:07 +0000 2021,"United Airlines flight #UAL744 spotted at 34,725 feet! https://t.co/VzSw8bt415","Los Angeles, CA",,2021-08-16 23:36:43.265249_combined.csv
13096,KishoreBhargava,Fri Aug 13 03:31:42 +0000 2021,Remember this incident? Worse than many other unfriendly airlines.  https://t.co/2mQiM1rdr2,"Gurgaon, India",,2021-08-16 23:36:43.265249_combined.csv
13097,laxradar,Fri Aug 13 03:30:21 +0000 2021,"United Airlines flight #UAL1553 spotted at 4,050 feet! https://t.co/nBk8DTTrp8","Los Angeles, CA",,2021-08-16 23:36:43.265249_combined.csv
13098,laxradar,Fri Aug 13 03:28:20 +0000 2021,"United Airlines flight #UAL633 spotted at 10,625 feet! https://t.co/jqxkomxaJK","Los Angeles, CA",,2021-08-16 23:36:43.265249_combined.csv
13099,Cpo10za,Fri Aug 13 03:27:46 +0000 2021,"@juliettekayyem I’m so frustrated that most airlines won’t even require their employees to be vaccinated, let alone… https://t.co/cyxWzQpfpw",,,2021-08-16 23:36:43.265249_combined.csv
13100,Aerochick11,Fri Aug 13 03:25:12 +0000 2021,@Shelly69839779 @ReallyAmerican1 @elenirokaki Same with Alaska Airlines and United. I refuse to fly Southwest or American.,,,2021-08-16 23:36:43.265249_combined.csv
13101,DorseyTheNotSay,Fri Aug 13 03:25:03 +0000 2021,@united United Airlines…..Driving would be more enjoyable.  What a poorly run piece of shit airline.,,,2021-08-16 23:36:43.265249_combined.csv
13102,laxradar,Fri Aug 13 03:24:22 +0000 2021,"United Airlines flight #UAL633 spotted at 15,850 feet! https://t.co/jqxkomxaJK","Los Angeles, CA",,2021-08-16 23:36:43.265249_combined.csv
13103,MadPiet,Fri Aug 13 03:22:44 +0000 2021,Has anyone ever booked a flight on United Airlines and never received a confirmation number or anything else except… https://t.co/Rrit4wgsd6,"Nashville, TN",,2021-08-16 23:36:43.265249_combined.csv
13104,laxradar,Fri Aug 13 03:22:21 +0000 2021,"United Airlines flight #UAL1231 spotted at 2,975 feet! https://t.co/kMGEtDGnOM","Los Angeles, CA",,2021-08-16 23:36:43.265249_combined.csv
13105,WStahl09,Fri Aug 13 03:21:44 +0000 2021,@JamesFallows @united @SouthwestAir @Delta @AmericanAir @jorge_guajardo Delta (Atlanta) and Southwest (Dallas) &amp; Am… https://t.co/vD3wL1PbOk,,,2021-08-16 23:36:43.265249_combined.csv
13106,wendypedia,Fri Aug 13 03:19:03 +0000 2021,Finally: United Airlines is #1 at something https://t.co/NOEMnpTcTH,Boston,,2021-08-16 23:36:43.265249_combined.csv
13107,johnvarickwells,Fri Aug 13 03:17:23 +0000 2021,I completely agree with @JamesFallows.  People like United Airlines CEO Scott Kirby are doing the right thing by re… https://t.co/DFA0XlUrUT,,,2021-08-16 23:36:43.265249_combined.csv
13108,laxradar,Fri Aug 13 05:02:25 +0000 2021,"United Airlines flight #UAL714 spotted at 16,175 feet! https://t.co/aOLaiT1qX9","Los Angeles, CA",,2021-08-16 23:36:43.265249_combined.csv
13109,DrPeterMWest,Fri Aug 13 05:02:06 +0000 2021,United Airlines says all its workers must be vaccinated. They join a few others such as Google. I reckon this could… https://t.co/qgiS77hcyQ,"Sydney, New South Wales",,2021-08-16 23:36:43.265249_combined.csv
13110,laxradar,Fri Aug 13 05:01:39 +0000 2021,"United Airlines flight #UAL517 spotted at 4,775 feet! https://t.co/kTNZbZBosy","Los Angeles, CA",,2021-08-16 23:36:43.265249_combined.csv
13111,laxradar,Fri Aug 13 04:58:37 +0000 2021,"United Airlines flight #UAL2192 spotted at 3,825 feet! https://t.co/8tHTStjFEy","Los Angeles, CA",,2021-08-16 23:36:43.265249_combined.csv
13112,naught4not,Fri Aug 13 04:57:19 +0000 2021,"@Forbes Farewell @united @Frontier and what's your name airlines. Your communist
attempt at controlling customers i… https://t.co/bfSWcPNy15",,,2021-08-16 23:36:43.265249_combined.csv
13113,above_monroe,Fri Aug 13 04:57:18 +0000 2021,"🇺🇸 UNITED #UAL550: 3.0mi away [60° elevation] @ 27000ft, heading ENE @ 575mph [United Airlines - #BOEING 737-824]… https://t.co/U721IM5DzC","New Jersey, USA",,2021-08-16 23:36:43.265249_combined.csv
13114,laxradar,Fri Aug 13 04:48:10 +0000 2021,"United Airlines flight #UAL1238 spotted at 16,375 feet! https://t.co/bqPHwEZjbK","Los Angeles, CA",,2021-08-16 23:36:43.265249_combined.csv
13115,EggersMatt,Fri Aug 13 04:43:22 +0000 2021,Apparently @United is the only major airline requiring all employees to be vaccinated.  I guess I'll be flying Unit… https://t.co/nICgQsHy99,"San Francisco, CA",,2021-08-16 23:36:43.265249_combined.csv
13116,YolondaRoss,Fri Aug 13 04:42:23 +0000 2021,RT @TinaFarrisTours: Wouldn’t it be nice if airlines got fined for having horrible service equivalent to their bailouts? @united had a whol…,,,2021-08-16 23:36:43.265249_combined.csv
13117,beautyller,Fri Aug 13 04:34:03 +0000 2021,"United Airlines modifies flight attendant hair, makeup, tattoo rules - Fox Business https://t.co/MqX34udVr0 https://t.co/YfDyMPSRUT",New York,,2021-08-16 23:36:43.265249_combined.csv
13118,JDallFL,Fri Aug 13 04:33:33 +0000 2021,@extekhed @united Don’t all airlines require masks? Airports too for that matter?,,,2021-08-16 23:36:43.265249_combined.csv
13119,mizedub,Fri Aug 13 04:33:05 +0000 2021,"@flozonebass watch out big dog, United airlines ass will “verify the size of ur personal item at check-in” 🤢","Atlanta, GA",,2021-08-16 23:36:43.265249_combined.csv
13120,OverPutney,Fri Aug 13 04:31:51 +0000 2021,"#UAL30 N642UA Boeing 767 322ER United Airlines: 3.4 mi away @ 39025 ft and 65.2° frm hrzn, heading E @ 607.7mi/h 05… https://t.co/TDo9o7UdEi","Putney, London",,2021-08-16 23:36:43.265249_combined.csv
13121,laxradar,Fri Aug 13 04:31:01 +0000 2021,"United Airlines flight #UAL717 spotted at 3,675 feet! https://t.co/O4rTI6GHck","Los Angeles, CA",,2021-08-16 23:36:43.265249_combined.csv
13122,kiwi_astronaunt,Fri Aug 13 04:27:24 +0000 2021,"Global Cure to #COVID19 
Delta Echo strains:
#shutdownearth for 4 -7 weeks. 

✅ All borders, all airlines most non… https://t.co/cRg4CI9xTH",Next to you. ,,2021-08-16 23:36:43.265249_combined.csv
13123,earningsflyhq,Fri Aug 13 04:26:03 +0000 2021,"United Airlines Holdings, Inc current quarter revenue growth YoY of 270.90% ranked 185 out of 5572 companies in our… https://t.co/LImX93EzdB",,,2021-08-16 23:36:43.265249_combined.csv
13124,laxradar,Fri Aug 13 04:22:43 +0000 2021,"United Airlines flight #UAL717 spotted at 16,200 feet! https://t.co/O4rTI6GHck","Los Angeles, CA",,2021-08-16 23:36:43.265249_combined.csv
13125,laxradar,Fri Aug 13 04:15:51 +0000 2021,"United Airlines flight #UAL614 spotted at 36,000 feet! https://t.co/ODs1GCcYSn","Los Angeles, CA",,2021-08-16 23:36:43.265249_combined.csv
13126,laxradar,Fri Aug 13 04:13:29 +0000 2021,"United Airlines flight #UAL410 spotted at 2,950 feet! https://t.co/e6ixTEyDCg","Los Angeles, CA",,2021-08-16 23:36:43.265249_combined.csv
13127,laxradar,Fri Aug 13 05:54:22 +0000 2021,"United Airlines flight #UAL2410 spotted at 18,875 feet! https://t.co/GgGUmfPWg0","Los Angeles, CA",,2021-08-16 23:36:43.265249_combined.csv
13128,FoGOLF,Fri Aug 13 05:30:09 +0000 2021,"I know nothing about whisky or scotch, but this bottle on my buddies shelf caught my eye. Apparently, they were giv… https://t.co/VmcCZzhs1N",,,2021-08-16 23:36:43.265249_combined.csv
13129,youngschoi2,Fri Aug 13 05:29:43 +0000 2021,Employee vaccine mandate is ‘about saving lives’ United airlines CEO Kirby says https://t.co/ZaN0oyHCwt,United States,,2021-08-16 23:36:43.265249_combined.csv
13130,GarthmylR,Fri Aug 13 05:27:57 +0000 2021,"#UAL904 N26910 Boeing 787 8 United Airlines: 18.3 km away @ 39000 ft and 33.1° from horizon, heading E @ 1057.0kp/h… https://t.co/LgBKjEWVDi",,,2021-08-16 23:36:43.265249_combined.csv
13131,brennx0r,Fri Aug 13 05:27:48 +0000 2021,@jsaole27 @EricaJoy One last thing: Alaska hasn’t made any announcement that they will require their crew to be vac… https://t.co/2tDku2Oftx,,,2021-08-16 23:36:43.265249_combined.csv
13132,HusseinJofs,Fri Aug 13 05:26:33 +0000 2021,"@hzdriller @fireman19111 @PMURT_Now The thought is, my body, my choice! That’s Dems mantra! Woke United Airlines tr… https://t.co/UTR4jvP6pd","Nevada, USA",,2021-08-16 23:36:43.265249_combined.csv
13133,BoycottSWAir,Fri Aug 13 05:24:39 +0000 2021,"RT @JoyceBray17: @greenpeeps5 @AnaCabrera Exactly. The two airlines I have available to me, are United and Southwest.  I won't be flying So…",No DMs Please - No EEs Please ,,2021-08-16 23:36:43.265249_combined.csv
13134,Vodkaquaffer,Fri Aug 13 05:24:30 +0000 2021,@sandibachom @RoArquette Southern state based airlines have an uphill battle with their employees. United has over… https://t.co/vaMtLqBqc6,,,2021-08-16 23:36:43.265249_combined.csv
13135,AboveBracknell,Fri Aug 13 05:21:47 +0000 2021,"🇺🇸 N14001 #UNITED #UAL999 EWR-BRU: 2.5mi away heading E, travelling 660mph @ 38475ft [United Airlines - #BOEING 787… https://t.co/11UGvYYWfF",Bracknell,,2021-08-16 23:36:43.265249_combined.csv
13136,saativaaa,Fri Aug 13 05:19:22 +0000 2021,"@retaliashun @united Oh, you’re so far up United asshole. Makes sense. EVERYONE WHO READS THIS DO NOT BELIEVE THE H… https://t.co/9t8K4SuZop",International ,,2021-08-16 23:36:43.265249_combined.csv
13137,OverPutney,Fri Aug 13 05:17:56 +0000 2021,"#UAL106 N27903 Boeing 787 8 United Airlines: 4.0 mi away @ 40000 ft and 62.0° frm hrzn, heading E @ 653.7mi/h 06:17… https://t.co/TCxDQGkFmX","Putney, London",,2021-08-16 23:36:43.265249_combined.csv
13138,lauraapollo,Fri Aug 13 05:17:12 +0000 2021,"@Snapbacku @dllwilton @AmericanAir United Airlines is requiring all workers to be vaccinated by October 25.

https://t.co/gN9BlIFhP8",United States,,2021-08-16 23:36:43.265249_combined.csv
13139,AboveBracknell,Fri Aug 13 05:16:40 +0000 2021,"🇺🇸 N27903 #UNITED #UAL106: 2.5mi away heading E, travelling 647mph @ 40000ft [United Airlines - #BOEING 787-8]… https://t.co/1PghclPjn2",Bracknell,,2021-08-16 23:36:43.265249_combined.csv
13140,Geetam,Fri Aug 13 05:16:20 +0000 2021,Pilot condemns United Airlines for mandating experimental injection https://t.co/gAz6BSR0bx very telling,"Dallas, Texas",,2021-08-16 23:36:43.265249_combined.csv
13141,laxradar,Fri Aug 13 05:11:40 +0000 2021,"United Airlines flight #UAL2649 spotted at 5,325 feet! https://t.co/6IqE0boXUa","Los Angeles, CA",,2021-08-16 23:36:43.265249_combined.csv
13142,laxradar,Fri Aug 13 05:09:05 +0000 2021,"United Airlines flight #UAL714 spotted at 5,475 feet! https://t.co/aOLaiT1qX9","Los Angeles, CA",,2021-08-16 23:36:43.265249_combined.csv
13143,Iamartemis11W,Fri Aug 13 05:07:54 +0000 2021,"who in their right mind will fly unvaccinated kids on Delta, American or SouthWest. Ask the management from these c… https://t.co/ltPOl3OKG1",The Hill,,2021-08-16 23:36:43.265249_combined.csv
13144,AboveBracknell,Fri Aug 13 07:02:53 +0000 2021,"🇺🇸 N12005 #UNITED #UAL989 IAD-FRA: 1.1mi away heading E, travelling 690mph @ 32000ft [United Airlines - #BOEING 787… https://t.co/v62LGhE7pn",Bracknell,,2021-08-16 23:36:43.265249_combined.csv
13145,nao_na,Fri Aug 13 07:00:43 +0000 2021,"RT @AusterityAirli1: United Airlines Boeing 747SP-21  N149UA rolling down runway 25L at Los Angeles - International in June 1987.
© See pho…",空港周辺♪,,2021-08-16 23:36:43.265249_combined.csv
13146,AusterityAirli1,Fri Aug 13 06:52:20 +0000 2021,"United Airlines Boeing 747SP-21  N149UA rolling down runway 25L at Los Angeles - International in June 1987.
© See… https://t.co/hZ7bvUhUMo",Great Britain,,2021-08-16 23:36:43.265249_combined.csv
13147,JourneyJEcuador,Fri Aug 13 06:49:13 +0000 2021,"RT @TravelPulse: The CEOs of American Airlines, Delta Air Lines and Southwest Airlines say they will not join United and will not require t…","Cumbaya, Quito, ECUADOR S.A.",,2021-08-16 23:36:43.265249_combined.csv
13148,abby_solitaire,Fri Aug 13 06:41:54 +0000 2021,@yxwns @yawns United Airlines smh,unshuffled deck,,2021-08-16 23:36:43.265249_combined.csv
13149,evil66gurl,Fri Aug 13 06:41:43 +0000 2021,"To the United Airlines Gate Attendant in Bangor, ME who literally ran the United Terminal by herself this morning. https://t.co/NxFy0wj2Fa",,,2021-08-16 23:36:43.265249_combined.csv
13150,AstraeaShaw,Fri Aug 13 06:40:04 +0000 2021,"WOW! Airline Pilot Goes Public as United Airlines Goes Full Commie, Terminating 'Unvaxxed' https://t.co/aLapHfWa4B",,,2021-08-16 23:36:43.265249_combined.csv
13151,AboveBracknell,Fri Aug 13 06:32:13 +0000 2021,"🇺🇸 N29975 #UNITED #UAL907 ORD-FRA: 1.4mi away heading E, travelling 658mph @ 38000ft [United Airlines - #BOEING 787… https://t.co/AflnQzhviB",Bracknell,,2021-08-16 23:36:43.265249_combined.csv
13152,laxradar,Fri Aug 13 06:29:55 +0000 2021,"United Airlines flight #UAL1209 spotted at 12,025 feet! https://t.co/pWtOqf96cG","Los Angeles, CA",,2021-08-16 23:36:43.265249_combined.csv
13153,OverPutney,Fri Aug 13 06:20:25 +0000 2021,"#UAL972 N19951 Boeing 787 9 United Airlines: 3.0 mi away @ 32575 ft and 63.8° frm hrzn, heading E @ 653.7mi/h 07:20… https://t.co/ARPaKj8rAS","Putney, London",,2021-08-16 23:36:43.265249_combined.csv
13154,laxradar,Fri Aug 13 06:18:24 +0000 2021,"United Airlines flight #UAL1786 spotted at 2,650 feet! https://t.co/8gAABOln5D","Los Angeles, CA",,2021-08-16 23:36:43.265249_combined.csv
13155,OverPutney,Fri Aug 13 06:15:03 +0000 2021,"#UAL952 N30913 Boeing 787 8 United Airlines: 4.0 mi away @ 40975 ft and 62.6° frm hrzn, heading E @ 650.6mi/h 07:14… https://t.co/lT5zLIb7xD","Putney, London",,2021-08-16 23:36:43.265249_combined.csv
13156,laxradar,Fri Aug 13 06:14:50 +0000 2021,United Airlines flight #UAL705 spotted at 375 feet! https://t.co/fifqIDHt0t,"Los Angeles, CA",,2021-08-16 23:36:43.265249_combined.csv
13157,landonjumpoff,Fri Aug 13 08:03:12 +0000 2021,Josh Green helped reopen tourism by citing a United Airlines study that used mannequins and dummies and now he gets… https://t.co/vLC8GNXKJh,"Honolulu, HI",,2021-08-16 23:36:43.265249_combined.csv
13158,dropthestats,Fri Aug 13 08:02:49 +0000 2021,"The American gymnast’s partners include Visa, United Airlines and Uber Eats.

While Biles’ endorsements deals are i… https://t.co/FJvhAwQXtt",,,2021-08-16 23:36:43.265249_combined.csv
13159,laxradar,Fri Aug 13 08:01:07 +0000 2021,"United Airlines flight #UAL2181 spotted at 2,775 feet! https://t.co/Ipcr8rUwCR","Los Angeles, CA",,2021-08-16 23:36:43.265249_combined.csv
13160,laxradar,Fri Aug 13 07:58:41 +0000 2021,"United Airlines flight #UAL2277 spotted at 11,475 feet! https://t.co/xrbucrnqbo","Los Angeles, CA",,2021-08-16 23:36:43.265249_combined.csv
13161,techjunkiejh,Fri Aug 13 07:57:01 +0000 2021,"RT @CNNBusiness: The CEOs of Southwest Airlines, American Airlines and Delta Air Lines say they are not requiring unvaccinated employees to…",,,2021-08-16 23:36:43.265249_combined.csv
13162,the_Yt_Sheep,Fri Aug 13 07:50:35 +0000 2021,Upper-class fliers can check much heavier boxes than either of mine. United is one of the most classist Airlines an… https://t.co/U0l42xTrfd,,,2021-08-16 23:36:43.265249_combined.csv
13163,the_Yt_Sheep,Fri Aug 13 07:46:18 +0000 2021,United Airlines: One of my cardboard boxes was 2 lbs over limit. The other was 2 lbs under. Did they let it slide?… https://t.co/f5mnLXRs9P,,,2021-08-16 23:36:43.265249_combined.csv
13164,laxradar,Fri Aug 13 07:44:34 +0000 2021,"United Airlines flight #UAL2622 spotted at 1,650 feet! https://t.co/P5FNq9XscJ","Los Angeles, CA",,2021-08-16 23:36:43.265249_combined.csv
13165,laxradar,Fri Aug 13 07:42:34 +0000 2021,"United Airlines flight #UAL1850 spotted at 1,875 feet! https://t.co/SUg5HvOG4x","Los Angeles, CA",,2021-08-16 23:36:43.265249_combined.csv
13166,ninamariedi,Fri Aug 13 07:25:12 +0000 2021,RT @GuamPDN: Guam Sports Events Inc. announced the United Airlines Guam Marathon has been canceled for 2021 and 2022. https://t.co/g3zkRPdl…,Guam,,2021-08-16 23:36:43.265249_combined.csv
13167,PNCGuam,Fri Aug 13 07:20:11 +0000 2021,United Airlines Guam Marathon canceled for 2021 and 2022 https://t.co/QgLo8HwxcD via @PNC News First,Guam,,2021-08-16 23:36:43.265249_combined.csv
13168,laxradar,Fri Aug 13 07:18:30 +0000 2021,"United Airlines flight #UAL1699 spotted at 10,225 feet! https://t.co/Ruv748VfGc","Los Angeles, CA",,2021-08-16 23:36:43.265249_combined.csv
13169,AboveBracknell,Fri Aug 13 07:14:33 +0000 2021,"🇺🇸 N14011 #UNITED #UAL960 EWR-FRA: 1.0mi away heading E, travelling 659mph @ 38975ft [United Airlines - #BOEING 787… https://t.co/wF7DsMg4n6",Bracknell,,2021-08-16 23:36:43.265249_combined.csv
13170,GuamPDN,Fri Aug 13 07:14:04 +0000 2021,Guam Sports Events Inc. announced the United Airlines Guam Marathon has been canceled for 2021 and 2022. https://t.co/g3zkRPdlWB,"Guam, USA",,2021-08-16 23:36:43.265249_combined.csv
13171,travelogiq,Fri Aug 13 07:10:41 +0000 2021,United Airlines mandates Covid-19 vaccines for all US employees - kuna noticias y kuna radio https://t.co/gO7v6rMrWK,"Dubai, United Arab Emirates",,2021-08-16 23:36:43.265249_combined.csv
13172,travelogiq,Fri Aug 13 07:10:40 +0000 2021,United Airlines to introduce more inclusive cabin crew hair and makeup rules - CNN https://t.co/kXQCPhlMtY,"Dubai, United Arab Emirates",,2021-08-16 23:36:43.265249_combined.csv
13173,travelogiq,Fri Aug 13 07:10:32 +0000 2021,"United Airlines will require all 67,000 U.S. employees to get vaccinated — or risk termination - NBC News https://t.co/VImpeD2br5","Dubai, United Arab Emirates",,2021-08-16 23:36:43.265249_combined.csv
13174,itskayod,Fri Aug 13 07:05:58 +0000 2021,"RT @makispoke: My experience of popular commercial airlines in the US so far:

Delta &gt; Southwest &gt; JetBlue 

Infinity 

American Airlines &gt;…",South Korea | Oklahoma ,,2021-08-16 23:36:43.265249_combined.csv
13175,ShivamS93113410,Fri Aug 13 08:48:54 +0000 2021,@lufthansa @united I needed help On my booking I called both the airlines customer service none of you guys are giv… https://t.co/Lo0s5iRuft,,,2021-08-16 23:36:43.265249_combined.csv
13176,RealPowerOfWE,Fri Aug 13 08:32:05 +0000 2021,"United Airlines Gives All Flight Attendants OK For Tattoos, Nail Polish And Makeup https://t.co/ZtHuNmFZZx https://t.co/gpdXOnhJvU",,,2021-08-16 23:36:43.265249_combined.csv
13177,dre0565,Fri Aug 13 08:20:47 +0000 2021,@saativaaa @united Looks like you do not like United Airlines,"Dordrecht, Nederland",,2021-08-16 23:36:43.265249_combined.csv
13178,laxradar,Fri Aug 13 08:20:09 +0000 2021,United Airlines flight #UAL2230 spotted at 650 feet! https://t.co/qeDsfwsZD1,"Los Angeles, CA",,2021-08-16 23:36:43.265249_combined.csv
13179,808maximillion,Fri Aug 13 08:19:32 +0000 2021,RT @landonjumpoff: Josh Green helped reopen tourism by citing a United Airlines study that used mannequins and dummies and now he gets to b…,Honolulu,,2021-08-16 23:36:43.265249_combined.csv
13180,KulickOrisha,Fri Aug 13 08:09:10 +0000 2021,"8/13/21 Wikipedia, Friday 13th: Representatives from Delta &amp; Continental Airlines (merged into United) have stated… https://t.co/gKWyBz1g1R",,,2021-08-16 23:36:43.265249_combined.csv
13181,CGAdamo,Fri Aug 13 10:02:07 +0000 2021,"@HellOnHeels2020 @fireman19111 Excellent advice! If we all stand up to it, they'll have to back off. Southwest Airl… https://t.co/sZlhCktXqp",,,2021-08-16 23:36:43.265249_combined.csv
13182,t0mn,Fri Aug 13 10:01:00 +0000 2021,"United Airlines Will Require All 67,000 U.S. Employees to Get Vaccinated https://t.co/GMPykLMqu4",Adelaide,,2021-08-16 23:36:43.265249_combined.csv
13183,above_monroe,Fri Aug 13 09:58:05 +0000 2021,"🇺🇸 UNITED #UAL1162: 2.0mi away [29° elevation] @ 5925ft, heading N @ 321mph [United Airlines - #BOEING 737-900]… https://t.co/EvNyE647lU","New Jersey, USA",,2021-08-16 23:36:43.265249_combined.csv
13184,Movieman_1970,Fri Aug 13 09:41:21 +0000 2021,"@LiveDerekChu Oh come on, what's wrong with flying United? Just look at the seating chart they gave me. They have p… https://t.co/Z7zte1siWF",,,2021-08-16 23:36:43.265249_combined.csv
13185,_Think_Forward_,Fri Aug 13 09:32:49 +0000 2021,RT @cvvhrn: United Airlines 777-300ER N2142U from EDDF to San Francisco International (KSFO) diverted Keflavik Airp… https://t.co/zmyghwFZ9f,,,2021-08-16 23:36:43.265249_combined.csv
13186,OverPutney,Fri Aug 13 09:16:20 +0000 2021,"#UAL901 N24976 Boeing 787 9 United Airlines: 0.4 mi away @ 2625 ft and 50.8° frm hrzn, heading W @ 211.8mi/h 10:14:… https://t.co/e3o908bbNs","Putney, London",,2021-08-16 23:36:43.265249_combined.csv
13187,newsinvesting,Fri Aug 13 09:15:15 +0000 2021,Berenberg Bank Stick to Their Hold Rating for United Airlines Holdings - https://t.co/kavtauCZU7,Global,,2021-08-16 23:36:43.265249_combined.csv
13188,AboveBracknell,Fri Aug 13 09:14:02 +0000 2021,"🇺🇸 N17963 #UNITED #UAL46 IAH-FRA: 1.5mi away heading ESE, travelling 661mph @ 38975ft [United Airlines - #BOEING 78… https://t.co/QV4PN3n53l",Bracknell,,2021-08-16 23:36:43.265249_combined.csv
13189,MightyTravels,Fri Aug 13 09:05:27 +0000 2021,US$128 - Cheap flights to Cancun from Detroit (United Airlines) https://t.co/mLYZgkNTnQ,,,2021-08-16 23:36:43.265249_combined.csv
13190,__FMB_,Fri Aug 13 10:53:41 +0000 2021,"RT @CGAdamo: @HellOnHeels2020 @fireman19111 Excellent advice! If we all stand up to it, they'll have to back off. Southwest Airlines said ""…",LOMB,,2021-08-16 23:36:43.265249_combined.csv
13191,MightyTravels,Fri Aug 13 10:53:34 +0000 2021,US$97 - Cheap flights to New York from Dallas (United Airlines) https://t.co/EQRQpgaCSN,,,2021-08-16 23:36:43.265249_combined.csv
13192,Roses4noses,Fri Aug 13 10:47:09 +0000 2021,@sandibachom @MichaelJStern1 @RoArquette @united International flights opening up made a difference. For them the w… https://t.co/hHdC7kIVyR,Way down south,,2021-08-16 23:36:43.265249_combined.csv
13193,shareyourcost,Fri Aug 13 10:21:50 +0000 2021,US$128 – Cheap flights to Cancun from Detroit (United Airlines) https://t.co/sUTfEo385J,Glasgow,,2021-08-16 23:36:43.265249_combined.csv
13194,gkuyat,Fri Aug 13 10:19:29 +0000 2021,@united United Airlines trolling us… Nice.,"Seattle, WA",,2021-08-16 23:36:43.265249_combined.csv
13195,mcgverbier,Fri Aug 13 10:13:17 +0000 2021,Your #customerservice said I would be able to repay to #upgrade online - #nottrue ……why are all airlines so complet… https://t.co/rgPMwhBBIQ,,,2021-08-16 23:36:43.265249_combined.csv
13196,hispanista,Fri Aug 13 10:10:52 +0000 2021,"RT @MGQ50: United Airlines Will Require All 67,000 U.S. Employees to Get Vaccinated - FlightAware https://t.co/PhmOO0Eq3y",the here and now...ish,,2021-08-16 23:36:43.265249_combined.csv
13197,WillyDoityeah,Fri Aug 13 10:08:19 +0000 2021,@TonyPaul45 None of these businesses can afford to fire staff right now. It’s a threat that will backfire like it d… https://t.co/oMfiCcOJni,United States,,2021-08-16 23:36:43.265249_combined.csv
13198,MGQ50,Fri Aug 13 10:08:04 +0000 2021,"United Airlines Will Require All 67,000 U.S. Employees to Get Vaccinated - FlightAware https://t.co/PhmOO0Eq3y","Co. Galway, Ireland",,2021-08-16 23:36:43.265249_combined.csv
13199,OmuboDuabo,Fri Aug 13 10:06:02 +0000 2021,I've been reliably informed by United Nigeria Airlines via Instagram that they have NOT commenced commercial flights to and from Bayelsa.,Diaspora,,2021-08-16 23:36:43.265249_combined.csv
13200,A_Air_0,Fri Aug 13 09:00:00 +0000 2021,"UNITED AIRLINES

BOEING 787-10 https://t.co/kgg0Iucsku",,,2021-08-16 23:36:43.265249_combined.csv
13201,lstrollo,Fri Aug 13 12:04:43 +0000 2021,"RT @newsmax: ICYMI: Southwest Airlines, American Airlines, and Delta Air Lines aren't going along with rival United Airlines' mandate that…",Long Island NY,,2021-08-16 23:36:43.265249_combined.csv
13202,Varie_Vague,Fri Aug 13 12:02:50 +0000 2021,@tvahan @RoArquette I’ve flown 6 times since the pandemic from March to as recently as 6 hours ago. All flights wer… https://t.co/7fIt4NRCI9,United States,,2021-08-16 23:36:43.265249_combined.csv
13203,krikaworks,Fri Aug 13 12:02:00 +0000 2021,There are many ways to violate the rights of Americans. United Airlines is showing that Economic Coercion is as eff… https://t.co/b8MYqQFebC,"The world, one place at a time",,2021-08-16 23:36:43.265249_combined.csv
13204,rj_lande,Fri Aug 13 11:45:31 +0000 2021,"@newsmax Looks like I'm flying United Airlines for the next few years, exclusively.

@Delta @AmericanAir @SouthwestAir","Northern Oregon, USA",,2021-08-16 23:36:43.265249_combined.csv
13205,newsmax,Fri Aug 13 11:40:13 +0000 2021,"ICYMI: Southwest Airlines, American Airlines, and Delta Air Lines aren't going along with rival United Airlines' ma… https://t.co/7N2gxDuW8N",United States,,2021-08-16 23:36:43.265249_combined.csv
13206,OverPutney,Fri Aug 13 11:38:30 +0000 2021,"#UAL924 N667UA Boeing 767 322ER/W United Airlines: 0.4 mi away @ 3325 ft and 58.4° frm hrzn, heading W @ 193.4mi/h… https://t.co/fpCZPVW5my","Putney, London",,2021-08-16 23:36:43.265249_combined.csv
13207,McGee06708992,Fri Aug 13 11:37:04 +0000 2021,"United Airlines modifies flight attendant hair, makeup, tattoo rules | Fox Business https://t.co/QhTgHpMudH",USA,,2021-08-16 23:36:43.265249_combined.csv
13208,SmartFlightInfo,Fri Aug 13 11:36:33 +0000 2021,"United Airlines will require all of its employees to be vaccinated against COVID-19
#vaccination #airlines #aircrews
https://t.co/CEKWYqVnSd",Worldwide,,2021-08-16 23:36:43.265249_combined.csv
13209,tourntravelnews,Fri Aug 13 11:35:49 +0000 2021,United Airlines Business Card Review (150K Bonus Miles) https://t.co/c6yrxxVZGI https://t.co/9IfP92ytc6,"las vegas, nv",,2021-08-16 23:36:43.265249_combined.csv
13210,Orangemankw,Fri Aug 13 11:35:32 +0000 2021,@LUFCAtif United airlines😂,"The Capital, Kuwait",,2021-08-16 23:36:43.265249_combined.csv
13211,mellenedington,Fri Aug 13 11:31:33 +0000 2021,"RT @usatodaytravel: Hawaiian Airlines is the latest carrier to require employees to be vaccinated against COVID-19, joining a growing numbe…",,,2021-08-16 23:36:43.265249_combined.csv
13212,JobsSummary,Fri Aug 13 11:28:50 +0000 2021,"New job Ramp Service Employee - Part-Time in Illinois - Jobs Summary
Company : United Airlines Inc.
Salary : $15.03… https://t.co/siaZPJfCED",USA,,2021-08-16 23:36:43.265249_combined.csv
